id,module,name,kind,display_name,display_category,food_type,item_type,tags,nutrition_source,calories,carbohydrates,lipids,proteins,hunger_change,thirst_change,days_fresh,days_totally_rotten,cant_be_frozen,is_cookable,minutes_to_cook,minutes_to_burn,dangerous_uncooked,packaged,canned_food,cant_eat,spice,good_hot,bad_cold,unhappy_change,boredom_change,stress_change,fatigue_change,endurance_change,food_sickness_change,poison_power,alcohol_power,evolved_recipe,evolved_recipe_name,replace_on_cooked,replace_on_rotten,replace_on_use,on_cooked,on_eat,fluid_capacity,fluid_ids,weight,replace_on_deplete,source_file,source_line
Base.ChickenFoot,Base,ChickenFoot,food,Chicken Foot,Food,,base:food,,food_keys,70.0,17.0,14.0,16.0,-12.0,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/food.txt,10217
Base.ChickenFried,Base,ChickenFried,food,Fried Chicken,Food,NoExplicit,base:food,,food_keys,260.0,17.0,14.0,16.0,-15.0,,2,4,,,,,,,,,,,,,,,,,,,,Sandwich:15;Burger:15;Salad:15;Taco:15;Burrito:15,,,,,,,,,0.1,,items/food.txt,10341
Base.ChickenNuggets,Base,ChickenNuggets,food,Chicken Nuggets,Food,Poultry,base:food,,food_keys,230.0,10.2,8.1,26.441,-10.0,,3,5,,true,20,40,,,,,,true,,,,,,,,,,Sandwich:5;Burger:10;Salad:5;Taco:5;Burrito:10,Chicken Nugget,,,,,,,,0.2,,items/food.txt,10360
Base.ChickenWhole,Base,ChickenWhole,food,Chicken (Whole),Food,Poultry,base:food,,food_keys,1495.0,0.0,41.0,99.8,-160.0,,2,4,,true,30,60,true,,,,,true,,,,,,,,,,,,,,,,,,,1.2,,items/food.txt,10234
Base.ChickenWings,Base,ChickenWings,food,Chicken Wing,Food,Poultry,base:food,,food_keys,190.0,0.0,6.0,22.0,-19.0,,2,4,,true,30,60,true,,,,,true,,,,,,,,,,Pizza:15;Soup:15;Stew:15;Pie:15;Stir fry:15;Sandwich:15|Cooked;Burger:15|Cooked;Salad:15|Cooked;Rice:15;Pasta:15;Taco:15|Cooked;Burrito:15|Cooked,,,,,,,,,0.3,,items/food.txt,9478
Base.Chicken_Chick_Head,Base,Chicken_Chick_Head,food,Chick Head,AnimalPart,,base:food,base:animalhead,food_keys,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,items/food.txt,934
Base.Chicken_Hen_Brown_Head,Base,Chicken_Hen_Brown_Head,food,Chicken Head,AnimalPart,,base:food,base:animalhead,food_keys,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,items/food.txt,946
Base.Chicken_Hen_White_Head,Base,Chicken_Hen_White_Head,food,Chicken Head,AnimalPart,,base:food,base:animalhead,food_keys,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,items/food.txt,958
Base.Chicken_Rooster_Head_Brown,Base,Chicken_Rooster_Head_Brown,food,Rooster Head,AnimalPart,,base:food,base:animalhead,food_keys,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,items/food.txt,970
Base.Chicken_Rooster_Head_White,Base,Chicken_Rooster_Head_White,food,Rooster Head,AnimalPart,,base:food,base:animalhead,food_keys,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,items/food.txt,982
Base.Chives,Base,Chives,food,Chives,Food,Herb,base:food,base:iscutting;base:isseed,food_keys,0.1,0.0,0.0,0.0,-1.0,,6,10,,,,,,,,,true,,,,,,,,,,,Stir fry:1;Pizza:1;Omelette:1;Pasta:1;Salad:1;Sandwich:1;Soup:1;Stew:1;Bread:1;Toast:1;Burger:1;Hotdog:1,,,,,,,,,0.1,,items/food.txt,13587
Base.ChivesDried,Base,ChivesDried,food,Chives (Dried),Food,Herb,base:food,,food_keys,0.1,0.0,0.0,0.0,-5.0,,,,,,,,,,,,true,,,,,,,,,,,Stir fry:1;Pizza:1;Omelette:1;Pasta:1;Salad:1;Sandwich:1;Soup:1;Stew:1;Bread:1;Toast:1;Burger:1,Chives,,,,,,,,0.1,,items/food.txt,13608
Base.ChocoCakes,Base,ChocoCakes,food,Choco Cakes,Food,,base:food,,food_keys,200.0,30.0,8.0,1.8,-10.0,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.2,,items/food.txt,12808
Base.Chocolate,Base,Chocolate,food,Milk Chocolate Bar,Food,NoExplicit,base:food,,food_keys,850.0,110.0,66.0,10.0,-20.0,,,,,,,,,true,,,,,,-10,,,,,,,,Cake:20;PieSweet:20;Muffin:10;Pancakes:10;Bread:10;ConeIcecream:5;Toast:5,Chocolate,,,,,,,,0.2,,items/food.txt,11979
Base.ChocolateChips,Base,ChocolateChips,food,Chocolate Chips,Food,Chocolate,base:food,,food_keys,50.0,17.0,8.0,1.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,Muffin:3;ConeIcecream:3;Cake:6;Pancakes:3;PieSweet:6;Bread:6,,,,,,,,,0.1,,items/food.txt,5073
Base.ChocolateCoveredCoffeeBeans,Base,ChocolateCoveredCoffeeBeans,food,Chocolate-Covered Coffee Beans,Food,NoExplicit,base:food,,food_keys,40.0,10.0,0.5,0.0,-5.0,,,,,,,,,,,,,,,-10,,,-5.0,,,,,Cake:5;ConeIcecream:5,Chocolate-Covered Coffee Bean,,,,,,,,0.1,,items/food.txt,11999
Base.Chocolate_Butterchunkers,Base,Chocolate_Butterchunkers,food,Butterchunkers Bar,Food,Candy,base:food,,food_keys,230.0,29.0,12.0,2.0,-20.0,,,,,,,,,true,,,,,,-10,,-1,,,,,,Cake:20;PieSweet:20;Muffin:10;Pancakes:10;Bread:10;ConeIcecream:5;Toast:5,Butterchunkers,,,,,,,,0.2,,items/food.txt,3313
Base.Chocolate_Candy,Base,Chocolate_Candy,food,Chocolate Candy,Food,Candy,base:food,,food_keys,110.0,27.0,0.0,0.0,-5.0,,,,,,,,,,,,,,,-10,,-1,,,,,,Cake:5;ConeIcecream:5,Chocolate Candy,,,,,,,,0.1,,items/food.txt,3334
Base.Chocolate_Crackle,Base,Chocolate_Crackle,food,Crackle Bar,Food,Candy,base:food,,food_keys,230.0,29.0,12.0,2.0,-20.0,,,,,,,,,true,,,,,,-10,,-1,,,,,,Cake:20;PieSweet:20;Muffin:10;Pancakes:10;Bread:10;ConeIcecream:5;Toast:5,Crackle,,,,,,,,0.2,,items/food.txt,3354
Base.Chocolate_Deux,Base,Chocolate_Deux,food,Deux Bar,Food,Candy,base:food,,food_keys,250.0,34.0,12.0,2.0,-20.0,,,,,,,,,true,,,,,,-10,,-1,,,,,,Cake:20;PieSweet:20;Muffin:10;Pancakes:10;Bread:10;ConeIcecream:5;Toast:5,Deux,,,,,,,,0.2,,items/food.txt,3375
Base.Chocolate_GalacticDairy,Base,Chocolate_GalacticDairy,food,Galactic Dairy Bar,Food,Candy,base:food,,food_keys,190.0,30.0,8.0,2.0,-20.0,,,,,,,,,true,,,,,,-10,,-1,,,,,,Cake:20;PieSweet:20;Muffin:10;Pancakes:10;Bread:10;ConeIcecream:5;Toast:5,Galactic Dairy,,,,,,,,0.2,,items/food.txt,3396
Base.Chocolate_HeartBox,Base,Chocolate_HeartBox,food,Box of Chocolates,Food,NoExplicit,base:food,,food_keys,1700.0,220.0,130.0,20.0,-40.0,,,,,,,,,true,,,,,,-20,,-2,,,,,,Cake:25;PieSweet:25;Muffin:10;Pancakes:10;Bread:10;ConeIcecream:5;Toast:5,Chocolate,,,,,,,,0.5,,items/food.txt,3417
Base.Chocolate_RoysPBPucks,Base,Chocolate_RoysPBPucks,food,Roy's Peanut Butter Pucks,Food,Candy,base:food,,food_keys,230.0,26.0,13.0,5.0,-20.0,,,,,,,,,true,,,,,,-10,,-1,,,,,,Cake:20;PieSweet:20;Muffin:10;Pancakes:10;Bread:10;ConeIcecream:5;Toast:5,Peanut Butter Puck,,,,,,,,0.2,,items/food.txt,3439
Base.Chocolate_Smirkers,Base,Chocolate_Smirkers,food,Smirkers Bar,Food,Candy,base:food,,food_keys,280.0,35.0,14.0,4.0,-20.0,,,,,,,,,true,,,,,,-10,,-1,,,,,,Cake:20;PieSweet:20;Muffin:10;Pancakes:10;Bread:10;ConeIcecream:5;Toast:5,Smirkers,,,,,,,,0.2,,items/food.txt,3460
Base.Chocolate_SnikSnak,Base,Chocolate_SnikSnak,food,SnikSnak Bar,Food,Candy,base:food,,food_keys,230.0,29.0,12.0,3.0,-20.0,,,,,,,,,true,,,,,,-10,,-2,,,,,,Cake:20;PieSweet:20;Muffin:10;Pancakes:10;Bread:10;ConeIcecream:5;Toast:5,SnikSnak,,,,,,,,0.2,,items/food.txt,3481
Base.Chum,Base,Chum,food,Chum,Fishing,,base:food,,food_keys,,,,,0.0,,,,,false,,,true,,,,,,,20,,,,,,,,,,,,,,,,,0.5,,items/food.txt,2039
Base.Cider,Base,Cider,fluid_container,Cider,Food,,base:normal,base:glass;base:glassbottle,fluid:Cider,190.0,8.0,0.0,0.0,-20.0,-20.0,,,,,,,,,,,,,,-20,,0,0.0,0.0,0,,,,,,,,,,1.0,Cider,1.0,,items/normal.txt,6214
Base.Cigar,Base,Cigar,food,Cigar,Junk,,base:food,base:ignorezombiedensity;base:useall;base:smokable,food_keys,,,,,0.0,,,,true,,,,,,,,,,,-40,-20,-10,,,28,,,,,,,,,RecipeCodeOnEat.consumeNicotine,,,0.2,,items/food.txt,15277
Base.CigarettePack,Base,CigarettePack,drainable,Cigarette Pack,Junk,,base:drainable,base:packed;base:lessfull;base:consumable;base:smokable,food_keys,,,,,,,,,,,,,,,,,,,,,,-5,,,14,,,,,,,,,RecipeCodeOnEat.consumeNicotine,,,0.2,,items/drainable.txt,2087
Base.CigaretteRolled,Base,CigaretteRolled,food,Rolled Cigarette,Junk,,base:food,base:useall;base:smokable,food_keys,,,,,0.0,,,,true,,,,,,,,,,,,,-4,,,14,,,,,,,,,RecipeCodeOnEat.consumeNicotine,,,0.01,,items/food.txt,15325
Base.CigaretteRollingPapers,Base,CigaretteRollingPapers,drainable,Rolling Papers,Junk,,base:drainable,base:rollingpaper;base:lessfull;base:fitswallet,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/drainable.txt,2111
Base.CigaretteSingle,Base,CigaretteSingle,food,Cigarette,Junk,,base:food,base:useall;base:smokable,food_keys,,,,,0.0,,,,true,,,,,,,,,,,,,-5,,,14,,,,,,,,,RecipeCodeOnEat.consumeNicotine,,,0.01,,items/food.txt,15302
Base.Cigarillo,Base,Cigarillo,food,Cigarillo,Junk,,base:food,base:ignorezombiedensity;base:useall;base:smokable,food_keys,,,,,0.0,,,,true,,,,,,,,,,,,,-8,,,21,,,,,,,,,RecipeCodeOnEat.consumeNicotine,,,0.02,,items/food.txt,15348
Base.Cilantro,Base,Cilantro,food,Cilantro,Food,Herb,base:food,base:iscutting;base:isseed,food_keys,0.1,0.0,0.0,0.0,-1.0,,6,10,,,,,,,,,true,,,,,,,,,,,Stir fry:1;Pizza:1;Omelette:1;Burrito:1;Salad:1;Sandwich:1;Soup:1;Stew:1;Taco:1;Burger:1;Hotdog:1,,,,,,,,,0.1,,items/food.txt,13626
Base.CilantroDried,Base,CilantroDried,food,Cilantro (Dried),Food,Herb,base:food,,food_keys,0.1,0.0,0.0,0.0,-5.0,,,,,,,,,,,,true,,,,,,,,,,,Stir fry:1;Pizza:1;Omelette:1;Burrito:1;Salad:1;Sandwich:1;Soup:1;Stew:1;Taco:1;Burger:1,Cilantro,,,,,,,,0.1,,items/food.txt,13647
Base.CilantroSeed,Base,CilantroSeed,food,Cilantro Seeds,Gardening,Herb,base:food,base:isseed,food_keys,0.1,0.0,0.0,0.0,-1.0,,,,,,,,,,,,true,,,,,,,,,,,Stir fry:1;Pizza:1;Omelette:1;Burrito:1;Salad:1;Sandwich:1;Soup:1;Stew:1;Taco:1;Burger:1,Corriander,,,,,,,,0.02,,items/food.txt,2020
Base.Cinnamon,Base,Cinnamon,food,Cinnamon,Food,Herb,base:food,,food_keys,1.0,0.0,0.0,0.0,-5.0,,,,,,,,,,,,true,,,,,,,,,,,HotDrink:1;Toast:1;Oatmeal:1;Pancakes:1;Muffin:1;Cake:1;PieSweet:1;Soup:1;Stew:1;ConeIceCream:1,,,,,,,,,0.1,,items/food.txt,13665
Base.CinnamonRoll,Base,CinnamonRoll,food,Cinnamon Roll,Food,,base:food,,food_keys,350.0,50.0,24.0,4.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/food.txt,2221
Base.ClayBowl,Base,ClayBowl,fluid_container,Bowl,Cooking,,base:normal,base:bowl,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,0.5,,items/normal.txt,9602
Base.ClayJar,Base,ClayJar,fluid_container,Ceramic Jar,Material,,base:normal,,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,0.3,,items/normal.txt,9669
Base.ClayJarGlazed,Base,ClayJarGlazed,fluid_container,Glazed Ceramic Jar,Material,,base:normal,,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,0.3,,items/normal.txt,9690
Base.ClayMug,Base,ClayMug,fluid_container,Mug,Cooking,,base:normal,base:coffeemaker,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.2,,items/normal.txt,9711
Base.Claybag,Base,Claybag,drainable,Sack of Clay,Material,,base:drainable,,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Base.EmptySandbag,items/drainable.txt,316
Base.CleaningLiquid2,Base,CleaningLiquid2,fluid_container,Cleaning Liquid,Household,,base:normal,,fluid:CleaningLiquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,CleaningLiquid,0.3,,items/normal.txt,3566
Base.Cockroach,Base,Cockroach,food,Cockroach,Food,Insect,base:food,base:vermin;base:nocookingxp,food_keys,30.0,1.27,3.9,7.41,-1.0,,14,21,,true,5,25,,,,,,,,20,,,,,,,,AddBaitToChum:1,,,,,,,,,0.1,,items/food.txt,8215
Base.CocoaPowder,Base,CocoaPowder,food,Cocoa Powder,Food,Cocoa,base:food,,food_keys,60.0,8.0,5.0,2.0,-30.0,50.0,,,,,,,,true,,,,,,-10,,,,,,,,HotDrink:5;ConeIcecream:5;Pancakes:5,Cocoa,,,,,,,,1.0,,items/food.txt,5091
Base.Coffee2,Base,Coffee2,food,Coffee,Food,Coffee,base:food,,food_keys,2.0,0.0,0.0,1.0,-30.0,60.0,,,,,,,,true,,,,,,20,,,-50.0,,,,,HotDrink:5,,,,,,,,,1.0,,items/food.txt,4728
Base.CoffeeLiquer,Base,CoffeeLiquer,fluid_container,Coffee Liqueur,Food,,base:normal,base:glass;base:glassbottle,fluid:CoffeeLiqueur,3260.0,21.0,16.0,2.0,-20.0,-20.0,,,,,,,,,,,,,,-10,,0,0.0,0.0,0,,,,,,,,,,1.0,CoffeeLiqueur,1.0,,items/normal.txt,6240
Base.Cologne,Base,Cologne,fluid_container,Cologne,Junk,,base:normal,,fluid:Cologne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,Cologne,0.2,,items/normal.txt,2622
Base.Comfrey,Base,Comfrey,food,Comfrey,FirstAid,,base:food,base:comfrey,food_keys,,,,,,,6,10,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,0.1,,items/food.txt,15225
Base.ComfreyDried,Base,ComfreyDried,food,Comfrey (Dried),FirstAid,,base:food,base:comfrey,food_keys,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,0.1,,items/food.txt,15239
Base.CommonMallow,Base,CommonMallow,food,Common Mallow,FirstAid,Herb,base:food,base:herbaltea,food_keys,0.1,0.0,0.0,0.0,-1.0,,6,10,,,,,,,,,true,,,,,,,,,,,HotDrink:1;Soup:1;Stew:1;Stir fry:1;Sandwich:1;Salad:1,,,,,,,,,0.1,,items/food.txt,8004
Base.CommonMallowDried,Base,CommonMallowDried,food,Common Mallow (Dried),FirstAid,Herb,base:food,base:herbaltea;base:commonmallow,food_keys,0.1,0.0,0.0,0.0,-1.0,,,,,,,,,,,,true,,,,,,,,,,,HotDrink:1,,,,,,,,,0.1,,items/food.txt,8027
Base.CompostBag,Base,CompostBag,drainable,Compost Bag,Gardening,,base:drainable,base:compost,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Base.EmptySandbag,items/drainable.txt,919
Base.Cone,Base,Cone,food,Cone,Food,,base:food,,food_keys,15.0,10.0,5.0,2.0,-5.0,,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/food.txt,5113
Base.ConeIcecream,Base,ConeIcecream,food,Ice Cream Cone,Food,,base:food,base:goodfrozen,food_keys,470.0,120.0,44.0,20.0,-15.0,,1,2,,,,,,false,,,,,,-10,,,,,,,,,,,Base.ConeIcecreamMelted,,,,,,0.2,,items/food.txt,12417
Base.ConeIcecreamMelted,Base,ConeIcecreamMelted,food,Ice Cream Cone (Melted),Food,,base:food,,food_keys,470.0,120.0,44.0,20.0,-15.0,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,items/food.txt,12439
Base.ConeIcecreamToppings,Base,ConeIcecreamToppings,food,Ice Cream Cone,Food,,base:food,base:goodfrozen,food_keys,470.0,120.0,44.0,20.0,-15.0,,1,2,,,,,,false,,,,,,-10,,,,,,,,,,,Base.ConeIcecreamMelted,,,,,,0.2,,items/food.txt,12456
Base.CookieChocolateChip,Base,CookieChocolateChip,food,Chocolate Chip Cookie,Food,,base:food,base:fitstoaster,food_keys,160.0,22.0,8.0,1.0,-5.0,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.1,,items/food.txt,2476
Base.CookieChocolateChipDough,Base,CookieChocolateChipDough,food,Baking Tray with Chocolate Chip Cookies,Food,,base:food,base:hasmetal,food_keys,960.0,132.0,48.0,1.0,-23.0,,7,30,,true,30,60,,,,,,,,-30,,,,,,,,,,,,Base.BakingTray,,,,,1.9,,items/food.txt,2959
Base.CookieJelly,Base,CookieJelly,food,Raspberry Shortbread Cookie,Food,,base:food,base:fitstoaster,food_keys,160.0,22.0,8.0,1.0,-5.0,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.1,,items/food.txt,2494
Base.CookiesChocolate,Base,CookiesChocolate,food,Chocolate Cookie,Food,,base:food,base:fitstoaster,food_keys,170.0,25.0,9.0,2.0,-5.0,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.1,,items/food.txt,2511
Base.CookiesChocolateDough,Base,CookiesChocolateDough,food,Baking Tray with Chocolate Cookies,Food,,base:food,base:hasmetal,food_keys,1020.0,150.0,54.0,12.0,-23.0,,7,30,,true,30,60,,,,,,,,-30,,,,,,,,,,,,Base.BakingTray,,,,,1.9,,items/food.txt,2985
Base.CookiesOatmeal,Base,CookiesOatmeal,food,Oatmeal Cookie,Food,,base:food,base:fitstoaster,food_keys,110.0,20.0,6.0,1.0,-5.0,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.1,,items/food.txt,2529
Base.CookiesOatmealDough,Base,CookiesOatmealDough,food,Baking Tray with Oatmeal Cookies,Food,,base:food,base:hasmetal,food_keys,660.0,120.0,36.0,6.0,-23.0,,7,30,,true,30,60,,,,,,,,,,,,,,,,,,,,Base.BakingTray,,,,,1.9,,items/food.txt,3011
Base.CookiesShortbread,Base,CookiesShortbread,food,Shortbread Cookie,Food,,base:food,base:fitstoaster,food_keys,120.0,22.0,8.0,2.0,-5.0,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.1,,items/food.txt,2547
Base.CookiesShortbreadDough,Base,CookiesShortbreadDough,food,Baking Tray with Shortbread Cookies,Food,,base:food,base:hasmetal,food_keys,720.0,132.0,48.0,12.0,-23.0,,7,30,,true,30,60,,,,,,,,-30,,,,,,,,,,,,Base.BakingTray,,,,,1.9,,items/food.txt,3036
Base.CookiesSugar,Base,CookiesSugar,food,Sugar Cookie,Food,,base:food,base:fitstoaster,food_keys,120.0,22.0,8.0,2.0,-5.0,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.1,,items/food.txt,2565
Base.CookiesSugarDough,Base,CookiesSugarDough,food,Baking Tray with Sugar Cookies,Food,,base:food,base:hasmetal,food_keys,720.0,132.0,48.0,12.0,-23.0,,7,30,,true,30,60,,,,,,,,-30,,,,,,,,,,,,Base.BakingTray,,,,,1.9,,items/food.txt,3062
Base.CopperCup,Base,CopperCup,fluid_container,Copper Cup,Cooking,,base:normal,base:coffeemaker;base:hasmetal;base:scrapsmallcopper,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,items/normal.txt,14403
Base.Corn,Base,Corn,food,Corn,Food,Vegetables,base:food,base:isseed,food_keys,88.0,26.74,1.93,4.68,-14.0,-4.0,5,8,,true,10,30,,,,,,true,,5,,,,,,,,Soup:14;Stew:14;Stir fry:14;Burger:7;Hotdog:7;Salad:7|Cooked;Rice:14;Pasta:14;Burrito:7|Cooked;Taco:7|Cooked,,,,,,,,,0.2,,items/food.txt,14204
Base.CornFrozen,Base,CornFrozen,food,Packaged Corn,Food,Vegetables,base:food,,food_keys,396.0,94.0,5.0,15.0,-20.0,-5.0,3,5,,,,,,true,,,,,,,,,,,,,,Soup:10;Stew:10;Stir fry:10;Rice:10;Omelette:5;Burrito:5;Taco:5,Corn,,,,,,,,0.6,,items/food.txt,14232
Base.CornSeed,Base,CornSeed,food,Corn (Dried),Gardening,Vegetables,base:food,base:driedfood;base:isseed,food_keys,24.8,7.6,0.56,1.32,-4.0,,,,,,,,,,,true,,,,,,,,,,,,Soup:1;Stew:1;Rice:1;Pasta:1,DriedCorn,,,,,,,,0.02,,items/food.txt,1944
Base.Cornbread,Base,Cornbread,food,Cornbread,Food,NoExplicit,base:food,base:fitstoaster,food_keys,300.0,54.0,10.0,7.0,-10.0,,3,5,,,,,,,,,,,,,,,,,,,,Soup:5;Stew:5,,,,,,,,,0.1,,items/food.txt,2236
Base.Corndog,Base,Corndog,food,Corndog,Food,,base:food,,food_keys,180.0,7.0,9.0,19.0,-12.0,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/food.txt,10385
Base.Cornflour2,Base,Cornflour2,food,Cornflour,Food,Thickener,base:food,base:flour;base:minoringredient,food_keys,,,,,-60.0,,,,,,,,,,,true,true,,,,,,,,,,,Soup:6;Stew:6,,,,,,,,,2.0,,items/food.txt,5130
Base.Cornmeal2,Base,Cornmeal2,food,Cornmeal,Food,Thickener,base:food,base:minoringredient,food_keys,,,,,-20.0,,,,,,,,,,,true,true,,,,,,,,,,,Soup:6;Stew:6,,,,,,,,,2.0,,items/food.txt,5146
Base.CorpseAnimal,Base,CorpseAnimal,food,Animal Corpse,Corpse,,base:food,base:animalcorpse,food_keys,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/food.txt,1331
Base.CorrectionFluid,Base,CorrectionFluid,drainable,Correction Fluid,Household,,base:drainable,base:consumable,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,RecipeCodeOnEat.consumeCorrectionFluid,,,0.2,,items/drainable.txt,1739
Base.Cow_Head_Angus,Base,Cow_Head_Angus,food,Cow Head,AnimalPart,,base:food,base:animalhead,food_keys,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/food.txt,672
Base.Cow_Head_Holstein,Base,Cow_Head_Holstein,food,Cow Head,AnimalPart,,base:food,base:animalhead,food_keys,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/food.txt,744
Base.Cow_Head_Simmental,Base,Cow_Head_Simmental,food,Cow Head,AnimalPart,,base:food,base:animalhead,food_keys,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/food.txt,708
Base.Crackers,Base,Crackers,food,Crackers,Food,NoExplicit,base:food,,food_keys,70.0,12.0,6.0,1.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,Soup:5;Stew:5,,,,,,,,,0.1,,items/food.txt,12790
Base.Crayfish,Base,Crayfish,food,Crayfish,Food,Seafood,base:food,,food_keys,40.0,0.0,2.0,8.0,-10.0,,2,4,,true,30,60,true,,,,,true,,,,,,,,,,Pizza:10;Soup:10;Stew:10;Pie:10;Stir fry:10;Sandwich:10|Cooked;Burger:10|Cooked;Salad:10|Cooked;Rice:10;Pasta:10;Burrito:10|Cooked;Taco:10|Cooked;AddBaitToChum:10,,,,,,,,,0.2,,items/food.txt,6808
Base.Creamocle,Base,Creamocle,food,Creamocle,Food,,base:food,base:goodfrozen,food_keys,100.0,19.0,1.5,1.0,-15.0,,1,2,,,,,,true,,,,,,-10,,,,,,,,,,,Base.Creamocle_Melted,,,,,,0.2,,items/food.txt,12520
Base.Creamocle_Melted,Base,Creamocle_Melted,food,Creamocle (Melted),Food,,base:food,,food_keys,100.0,19.0,1.5,1.0,-15.0,,2,3,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,0.2,,items/food.txt,12607
Base.Cricket,Base,Cricket,food,Cricket,Food,Insect,base:food,base:nocookingxp,food_keys,20.0,1.34,1.32,3.6,-1.0,,14,21,,true,5,25,,,,,,,,20,,,,,,,,AddBaitToChum:1,,,,,,,,,0.1,,items/food.txt,8241
Base.Crisps,Base,Crisps,food,Chips - Plain,Food,,base:food,,food_keys,720.0,72.0,45.0,4.5,-15.0,,,,true,,,,,true,,,,,,-5,,,,,,,,,,,,,,,,,0.2,,items/food.txt,12319
Base.Crisps2,Base,Crisps2,food,Chips - Barbecue,Food,,base:food,,food_keys,720.0,72.0,45.0,4.5,-15.0,,,,true,,,,,true,,,,,,-5,,,,,,,,,,,,,,,,,0.2,,items/food.txt,12339
Base.Crisps3,Base,Crisps3,food,Chips - Salt & Vinegar,Food,,base:food,,food_keys,720.0,72.0,45.0,4.5,-15.0,,,,true,,,,,true,,,,,,-5,,,,,,,,,,,,,,,,,0.2,,items/food.txt,12359
Base.Crisps4,Base,Crisps4,food,Chips - Sour Cream & Onion,Food,,base:food,,food_keys,720.0,72.0,45.0,4.5,-15.0,,,,true,,,,,true,,,,,,-5,,,,,,,,,,,,,,,,,0.2,,items/food.txt,12379
Base.CrispyRiceSquare,Base,CrispyRiceSquare,food,Crispy Rice Square,Food,,base:food,,food_keys,140.0,28.0,3.0,1.0,-10.0,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.2,,items/food.txt,2257
Base.Croissant,Base,Croissant,food,Croissant,Food,,base:food,base:fitstoaster,food_keys,180.0,32.0,15.0,4.0,-8.0,,3,5,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,0.1,,items/food.txt,2273
Base.Cucumber,Base,Cucumber,food,Cucumber,Food,Vegetables,base:food,,food_keys,33.0,6.1,0.63,2.37,-10.0,-10.0,6,14,,,,,,,,,,,,,,,,,,,,Soup:10;Stir fry:10;Salad:10;Sandwich:5,,,,,,,,,0.3,,items/food.txt,14255
Base.Cupcake,Base,Cupcake,food,Cupcake,Food,,base:food,,food_keys,305.0,67.0,4.0,4.0,-20.0,,4,8,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.2,,items/food.txt,12824
Base.Curacao,Base,Curacao,fluid_container,Curacao,Food,,base:normal,base:glass;base:glassbottle,fluid:Curacao,2430.0,236.0,0.0,4.0,-20.0,-20.0,,,,,,,,,,,,,,-10,,0,0.0,0.0,0,,,,,,,,,,1.0,Curacao,1.0,,items/normal.txt,6267
