recipe,resultItem,item,use,requiresCooked,spice,share0,kcal0,carbs0,lipids0,proteins0,share10,kcal10
PastaPot,Base.PastaPot,Base.Crayfish,10,false,false,1.0,40.0,0.0,2.0,8.0,0.7,46.666667
PastaPot,Base.PastaPot,Base.Daikon,12,false,false,1.0,54.0,12.59,0.27,1.34,0.7,63.0
PastaPot,Base.PastaPot,Base.DeadBird,10,false,false,0.666667,107.333333,0.333333,1.333333,14.666667,0.466667,125.222222
PastaPot,Base.PastaPot,Base.DeadMouse,10,false,false,1.0,220.0,0.7,3.15,9.5,0.7,256.666667
PastaPot,Base.PastaPot,Base.DeadMousePups,5,false,false,1.0,110.0,0.35,1.58,4.2,0.7,128.333333
PastaPot,Base.PastaPot,Base.DeadMousePupsSkinned,5,false,false,1.0,110.0,0.35,1.58,4.2,0.7,128.333333
PastaPot,Base.PastaPot,Base.DeadMouseSkinned,10,false,false,1.0,220.0,0.7,3.15,9.5,0.7,256.666667
PastaPot,Base.PastaPot,Base.DeadRat,15,false,false,0.681818,220.909091,0.0,10.909091,27.272727,0.477273,257.727273
PastaPot,Base.PastaPot,Base.DeadRatBaby,10,false,false,0.833333,145.5,0.0,7.166667,18.0,0.583333,169.75
PastaPot,Base.PastaPot,Base.DeadRatBabySkinned,10,false,false,0.833333,145.5,0.0,7.166667,18.0,0.583333,169.75
PastaPot,Base.PastaPot,Base.DeadRatSkinned,15,false,false,0.681818,220.909091,0.0,10.909091,27.272727,0.477273,257.727273
PastaPot,Base.PastaPot,Base.DeadSquirrel,15,false,false,0.46875,225.0,0.0,7.03125,39.75,0.328125,262.5
PastaPot,Base.PastaPot,Base.Dip_NachoCheese,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Dip_Ranch,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Dip_Salsa,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.DriedBlackBeans,10,false,false,0.166667,514.0,96.666667,0.0,33.166667,0.116667,599.666667
PastaPot,Base.PastaPot,Base.DriedChickpeas,10,false,false,0.166667,475.166667,90.666667,0.0,30.166667,0.116667,554.361111
PastaPot,Base.PastaPot,Base.DriedKidneyBeans,10,false,false,0.166667,544.166667,84.666667,2.166667,45.333333,0.116667,634.861111
PastaPot,Base.PastaPot,Base.DriedLentils,10,false,false,0.166667,500.0,90.0,0.0,36.666667,0.116667,583.333333
PastaPot,Base.PastaPot,Base.DriedSplitPeas,10,false,false,0.166667,369.5,90.666667,0.0,36.833333,0.116667,431.083333
PastaPot,Base.PastaPot,Base.DriedWhiteBeans,10,false,false,0.166667,470.5,87.833333,1.666667,31.333333,0.116667,548.916667
PastaPot,Base.PastaPot,Base.Egg,7,false,false,1.0,63.0,0.32,4.18,5.55,0.7,73.5
PastaPot,Base.PastaPot,Base.Eggplant,16,false,false,1.0,114.0,27.0,0.8,4.5,0.7,133.0
PastaPot,Base.PastaPot,Base.FishFillet,15,false,false,0.6,123.0,0.6,7.2,17.112,0.42,143.5
PastaPot,Base.PastaPot,Base.FishFried,15,false,false,0.5,105.0,3.5,6.0,8.0,0.35,122.5
PastaPot,Base.PastaPot,Base.Garlic,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.GreenOnions,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.GreenpeasSeed,1,false,false,1.0,17.5,3.25,0.0,0.875,0.7,20.416667
PastaPot,Base.PastaPot,Base.HamSlice,10,false,false,1.0,260.0,15.16,13.0,19.5,0.7,303.333333
PastaPot,Base.PastaPot,Base.Hotdog_single,10,false,false,1.0,65.0,1.25,2.0,1.25,0.7,75.833333
PastaPot,Base.PastaPot,Base.Hotsauce,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Kale,8,false,false,0.5,89.0,20.705,0.355,4.57,0.35,103.833333
PastaPot,Base.PastaPot,Base.Ketchup,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Lard,4,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Leek,12,false,false,1.0,54.0,140.0,0.3,1.3,0.7,63.0
PastaPot,Base.PastaPot,Base.Lobster,20,false,false,0.5,60.0,0.0,3.5,14.0,0.35,70.0
PastaPot,Base.PastaPot,Base.Margarine,4,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Marinara,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.MayonnaiseFull,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.MincedMeat,20,false,false,0.5,150.0,0.0,15.0,23.0,0.35,175.0
PastaPot,Base.PastaPot,Base.MushroomGeneric1,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
PastaPot,Base.PastaPot,Base.MushroomGeneric2,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
PastaPot,Base.PastaPot,Base.MushroomGeneric3,15,false,false,1.0,32.0,2.56,0.32,2.36,0.7,37.333333
PastaPot,Base.PastaPot,Base.MushroomGeneric4,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
PastaPot,Base.PastaPot,Base.MushroomGeneric5,15,false,false,1.0,32.0,2.56,0.32,2.36,0.7,37.333333
PastaPot,Base.PastaPot,Base.MushroomGeneric6,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
PastaPot,Base.PastaPot,Base.MushroomGeneric7,13,false,false,1.0,32.0,2.12,0.24,2.04,0.7,37.333333
PastaPot,Base.PastaPot,Base.MushroomsButton,7,false,false,1.0,15.0,1.06,0.12,1.02,0.7,17.5
PastaPot,Base.PastaPot,Base.Mustard,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.MuttonChop,15,false,false,0.5,117.0,0.04,5.5,16.5,0.35,136.5
PastaPot,Base.PastaPot,Base.OilOlive,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.OilVegetable,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Onion,5,false,false,0.5,14.0,3.27,0.035,0.385,0.35,16.333333
PastaPot,Base.PastaPot,Base.Oregano,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.OreganoDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Oysters,5,false,false,1.0,15.0,10.0,4.0,22.0,0.7,17.5
PastaPot,Base.PastaPot,Base.OystersFried,6,false,false,1.0,25.0,11.0,4.0,20.0,0.7,29.166667
PastaPot,Base.PastaPot,Base.Parsley,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.ParsleyDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Pepper,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.PepperHabanero,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.PepperHabaneroDried,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.PepperJalapeno,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.PepperJalapenoDried,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Pepperoni,20,false,false,1.0,180.0,0.0,4.35,15.62,0.7,210.0
PastaPot,Base.PastaPot,Base.Pickles,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Pork,15,false,false,0.25,75.0,0.0,3.0,12.5,0.175,87.5
PastaPot,Base.PastaPot,Base.PorkChop,15,false,false,0.5,75.0,0.0,3.0,12.5,0.35,87.5
PastaPot,Base.PastaPot,Base.PowderedGarlic,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.PowderedOnion,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Processedcheese,5,false,false,1.0,70.0,0.0,6.0,4.0,0.7,81.666667
PastaPot,Base.PastaPot,Base.Rabbitmeat,15,false,false,0.5,484.5,10.0,10.0,92.5,0.35,565.25
PastaPot,Base.PastaPot,Base.RiceVinegar,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Rosemary,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.RosemaryDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Sage,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.SageDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.SalamiSlice,4,false,false,1.0,66.0,0.4,5.2,4.4,0.7,77.0
PastaPot,Base.PastaPot,Base.Salmon,15,false,false,0.5,135.0,0.0,5.275,17.14,0.35,157.5
PastaPot,Base.PastaPot,Base.Salt,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Sausage,20,false,false,1.0,180.0,0.0,4.35,15.62,0.7,210.0
PastaPot,Base.PastaPot,Base.SeasoningSalt,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Seasoning_Basil,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Seasoning_Chives,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Seasoning_Oregano,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Seasoning_Parsley,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Seasoning_Rosemary,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Seasoning_Sage,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Seasoning_Thyme,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.SesameOil,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Shrimp,10,false,false,1.0,80.0,0.0,7.0,10.0,0.7,93.333333
PastaPot,Base.PastaPot,Base.ShrimpFried,15,false,false,1.0,160.0,17.0,14.0,16.0,0.7,186.666667
PastaPot,Base.PastaPot,Base.ShrimpFriedCraft,15,false,false,1.0,160.0,17.0,14.0,16.0,0.7,186.666667
PastaPot,Base.PastaPot,Base.Smallanimalmeat,15,false,false,1.0,201.0,5.0,7.25,45.0,0.7,234.5
PastaPot,Base.PastaPot,Base.Smallbirdmeat,15,false,false,1.0,261.0,5.0,8.25,90.0,0.7,304.5
PastaPot,Base.PastaPot,Base.SourCream,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Soysauce,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Squid,15,false,false,0.5,102.5,0.5,6.5,16.26,0.35,119.583333
PastaPot,Base.PastaPot,Base.SquidCalamari,10,false,false,1.0,105.0,3.0,0.0,18.0,0.7,122.5
PastaPot,Base.PastaPot,Base.Steak,20,false,false,0.5,110.0,0.0,4.675,15.81,0.35,128.333333
PastaPot,Base.PastaPot,Base.Thyme,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.ThymeDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Tofu,10,false,false,1.0,30.0,1.0,1.0,5.0,0.7,35.0
PastaPot,Base.PastaPot,Base.TofuFried,15,false,false,1.0,35.0,3.0,1.0,5.0,0.7,40.833333
PastaPot,Base.PastaPot,Base.Tomato,12,false,false,1.0,14.0,3.5,0.2,1.3,0.7,16.333333
PastaPot,Base.PastaPot,Base.TomatoPaste,3,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.TurkeyEgg,10,false,false,1.0,71.0,0.37,4.54,5.78,0.7,82.833333
PastaPot,Base.PastaPot,Base.TurkeyFillet,20,false,false,0.4,92.0,0.0,4.0,12.8,0.28,107.333333
PastaPot,Base.PastaPot,Base.TurkeyLegs,31,false,false,0.738095,169.761905,0.0,6.642857,28.047619,0.516667,198.055556
PastaPot,Base.PastaPot,Base.TurkeyWings,25,false,false,0.833333,166.666667,0.0,8.333333,26.666667,0.583333,194.444444
PastaPot,Base.PastaPot,Base.Venison,20,false,false,0.25,110.0,0.0,4.675,15.655,0.175,128.333333
PastaPot,Base.PastaPot,Base.Vinegar2,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Vinegar_Jug,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Wasabi,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.WildEggs,7,false,false,1.0,63.0,0.32,4.18,5.55,0.7,73.5
PastaPot,Base.PastaPot,Base.WildGarlic2,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.WildGarlicDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPot,Base.PastaPot,Base.Zucchini,10,false,false,1.0,33.0,6.1,0.63,2.37,0.7,38.5
PastaPot,Base.PastaPot,Base.cheese_powdered,14,false,false,1.0,130.0,20.7,9.7,21.0,0.7,151.666667
PastaPotForged,Base.PastaPotForged,Base.Avocado,16,false,false,1.0,227.0,11.75,20.96,2.67,0.7,264.833333
PastaPotForged,Base.PastaPotForged,Base.BBQSauce,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Bacon,12,false,false,1.0,160.0,0.0,14.0,10.0,0.7,186.666667
PastaPotForged,Base.PastaPotForged,Base.BaconBits,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.BaloneySlice,5,false,false,1.0,33.0,0.33,1.06,3.78,0.7,38.5
PastaPotForged,Base.PastaPotForged,Base.BalsamicVinegar,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Basil,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.BasilDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Beef,20,false,false,0.25,110.0,0.0,4.675,15.655,0.175,128.333333
PastaPotForged,Base.PastaPotForged,Base.BeefJerky,10,false,false,0.5,205.0,5.5,13.0,16.5,0.35,239.166667
PastaPotForged,Base.PastaPotForged,Base.BellPepper,8,false,false,1.0,30.0,7.0,0.0,1.0,0.7,35.0
PastaPotForged,Base.PastaPotForged,Base.Broccoli,9,false,false,1.0,11.0,2.0,0.1,0.9,0.7,12.833333
PastaPotForged,Base.PastaPotForged,Base.Butter,4,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.CannedBellPepper_Open,8,false,false,0.166667,30.0,7.0,0.0,1.0,0.116667,35.0
PastaPotForged,Base.PastaPotForged,Base.CannedBologneseOpen,24,false,false,1.0,540.0,68.0,22.0,18.0,0.7,630.0
PastaPotForged,Base.PastaPotForged,Base.CannedBroccoli_Open,9,false,false,0.2,11.0,2.0,0.1,0.9,0.14,12.833333
PastaPotForged,Base.PastaPotForged,Base.CannedCarrotsOpen,12,false,false,1.0,10.5,28.0,0.0,0.0,0.7,12.25
PastaPotForged,Base.PastaPotForged,Base.CannedCarrots_Open,8,false,false,0.2,25.0,6.0,0.15,0.6,0.14,29.166667
PastaPotForged,Base.PastaPotForged,Base.CannedChiliOpen,8,false,false,0.5,130.0,16.5,3.5,8.0,0.35,151.666667
PastaPotForged,Base.PastaPotForged,Base.CannedCornOpen,16,false,false,1.0,315.0,70.0,1.75,7.0,0.7,367.5
PastaPotForged,Base.PastaPotForged,Base.CannedCornedBeefOpen,12,false,false,0.5,360.0,0.0,24.0,39.0,0.35,420.0
PastaPotForged,Base.PastaPotForged,Base.CannedEggplant_Open,16,false,false,0.333333,114.0,27.0,0.8,4.5,0.233333,133.0
PastaPotForged,Base.PastaPotForged,Base.CannedLeek_Open,12,false,false,0.25,54.0,140.0,0.3,3.8,0.175,63.0
PastaPotForged,Base.PastaPotForged,Base.CannedMushroomSoupOpen,10,false,false,1.0,160.0,19.0,8.0,3.0,0.7,186.666667
PastaPotForged,Base.PastaPotForged,Base.CannedTomatoOpen,12,false,false,1.0,90.0,18.0,0.0,3.0,0.7,105.0
PastaPotForged,Base.PastaPotForged,Base.CannedTomato_Open,12,false,false,0.25,14.0,3.5,0.2,1.3,0.175,16.333333
PastaPotForged,Base.PastaPotForged,Base.Capers,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Carrots,8,false,false,1.0,25.0,6.0,0.15,0.6,0.7,29.166667
PastaPotForged,Base.PastaPotForged,Base.Cauliflower,9,false,false,1.0,24.0,3.0,0.0,4.0,0.7,28.0
PastaPotForged,Base.PastaPotForged,Base.Cheese,10,false,false,0.666667,75.333333,0.58,6.22,4.266667,0.466667,87.888889
PastaPotForged,Base.PastaPotForged,Base.Chicken,30,false,false,0.909091,209.090909,0.0,8.181818,34.545455,0.636364,243.939394
PastaPotForged,Base.PastaPotForged,Base.ChickenFillet,18,false,false,0.6,138.0,0.0,5.4,22.8,0.42,161.0
PastaPotForged,Base.PastaPotForged,Base.ChickenWings,15,false,false,0.789474,150.0,0.0,4.736842,17.368421,0.552632,175.0
PastaPotForged,Base.PastaPotForged,Base.Chives,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.ChivesDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Corn,14,false,false,1.0,88.0,26.74,1.93,4.68,0.7,102.666667
PastaPotForged,Base.PastaPotForged,Base.CornSeed,1,false,false,0.25,6.2,1.9,0.14,0.33,0.175,7.233333
PastaPotForged,Base.PastaPotForged,Base.Crayfish,10,false,false,1.0,40.0,0.0,2.0,8.0,0.7,46.666667
PastaPotForged,Base.PastaPotForged,Base.Daikon,12,false,false,1.0,54.0,12.59,0.27,1.34,0.7,63.0
PastaPotForged,Base.PastaPotForged,Base.DeadBird,10,false,false,0.666667,107.333333,0.333333,1.333333,14.666667,0.466667,125.222222
PastaPotForged,Base.PastaPotForged,Base.DeadMouse,10,false,false,1.0,220.0,0.7,3.15,9.5,0.7,256.666667
PastaPotForged,Base.PastaPotForged,Base.DeadMousePups,5,false,false,1.0,110.0,0.35,1.58,4.2,0.7,128.333333
PastaPotForged,Base.PastaPotForged,Base.DeadMousePupsSkinned,5,false,false,1.0,110.0,0.35,1.58,4.2,0.7,128.333333
PastaPotForged,Base.PastaPotForged,Base.DeadMouseSkinned,10,false,false,1.0,220.0,0.7,3.15,9.5,0.7,256.666667
PastaPotForged,Base.PastaPotForged,Base.DeadRat,15,false,false,0.681818,220.909091,0.0,10.909091,27.272727,0.477273,257.727273
PastaPotForged,Base.PastaPotForged,Base.DeadRatBaby,10,false,false,0.833333,145.5,0.0,7.166667,18.0,0.583333,169.75
PastaPotForged,Base.PastaPotForged,Base.DeadRatBabySkinned,10,false,false,0.833333,145.5,0.0,7.166667,18.0,0.583333,169.75
PastaPotForged,Base.PastaPotForged,Base.DeadRatSkinned,15,false,false,0.681818,220.909091,0.0,10.909091,27.272727,0.477273,257.727273
PastaPotForged,Base.PastaPotForged,Base.DeadSquirrel,15,false,false,0.46875,225.0,0.0,7.03125,39.75,0.328125,262.5
PastaPotForged,Base.PastaPotForged,Base.Dip_NachoCheese,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Dip_Ranch,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Dip_Salsa,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.DriedBlackBeans,10,false,false,0.166667,514.0,96.666667,0.0,33.166667,0.116667,599.666667
PastaPotForged,Base.PastaPotForged,Base.DriedChickpeas,10,false,false,0.166667,475.166667,90.666667,0.0,30.166667,0.116667,554.361111
PastaPotForged,Base.PastaPotForged,Base.DriedKidneyBeans,10,false,false,0.166667,544.166667,84.666667,2.166667,45.333333,0.116667,634.861111
PastaPotForged,Base.PastaPotForged,Base.DriedLentils,10,false,false,0.166667,500.0,90.0,0.0,36.666667,0.116667,583.333333
PastaPotForged,Base.PastaPotForged,Base.DriedSplitPeas,10,false,false,0.166667,369.5,90.666667,0.0,36.833333,0.116667,431.083333
PastaPotForged,Base.PastaPotForged,Base.DriedWhiteBeans,10,false,false,0.166667,470.5,87.833333,1.666667,31.333333,0.116667,548.916667
PastaPotForged,Base.PastaPotForged,Base.Egg,7,false,false,1.0,63.0,0.32,4.18,5.55,0.7,73.5
PastaPotForged,Base.PastaPotForged,Base.Eggplant,16,false,false,1.0,114.0,27.0,0.8,4.5,0.7,133.0
PastaPotForged,Base.PastaPotForged,Base.FishFillet,15,false,false,0.6,123.0,0.6,7.2,17.112,0.42,143.5
PastaPotForged,Base.PastaPotForged,Base.FishFried,15,false,false,0.5,105.0,3.5,6.0,8.0,0.35,122.5
PastaPotForged,Base.PastaPotForged,Base.Garlic,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.GreenOnions,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.GreenpeasSeed,1,false,false,1.0,17.5,3.25,0.0,0.875,0.7,20.416667
PastaPotForged,Base.PastaPotForged,Base.HamSlice,10,false,false,1.0,260.0,15.16,13.0,19.5,0.7,303.333333
PastaPotForged,Base.PastaPotForged,Base.Hotdog_single,10,false,false,1.0,65.0,1.25,2.0,1.25,0.7,75.833333
PastaPotForged,Base.PastaPotForged,Base.Hotsauce,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Kale,8,false,false,0.5,89.0,20.705,0.355,4.57,0.35,103.833333
PastaPotForged,Base.PastaPotForged,Base.Ketchup,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Lard,4,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Leek,12,false,false,1.0,54.0,140.0,0.3,1.3,0.7,63.0
PastaPotForged,Base.PastaPotForged,Base.Lobster,20,false,false,0.5,60.0,0.0,3.5,14.0,0.35,70.0
PastaPotForged,Base.PastaPotForged,Base.Margarine,4,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Marinara,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.MayonnaiseFull,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.MincedMeat,20,false,false,0.5,150.0,0.0,15.0,23.0,0.35,175.0
PastaPotForged,Base.PastaPotForged,Base.MushroomGeneric1,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
PastaPotForged,Base.PastaPotForged,Base.MushroomGeneric2,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
PastaPotForged,Base.PastaPotForged,Base.MushroomGeneric3,15,false,false,1.0,32.0,2.56,0.32,2.36,0.7,37.333333
PastaPotForged,Base.PastaPotForged,Base.MushroomGeneric4,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
PastaPotForged,Base.PastaPotForged,Base.MushroomGeneric5,15,false,false,1.0,32.0,2.56,0.32,2.36,0.7,37.333333
PastaPotForged,Base.PastaPotForged,Base.MushroomGeneric6,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
PastaPotForged,Base.PastaPotForged,Base.MushroomGeneric7,13,false,false,1.0,32.0,2.12,0.24,2.04,0.7,37.333333
PastaPotForged,Base.PastaPotForged,Base.MushroomsButton,7,false,false,1.0,15.0,1.06,0.12,1.02,0.7,17.5
PastaPotForged,Base.PastaPotForged,Base.Mustard,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.MuttonChop,15,false,false,0.5,117.0,0.04,5.5,16.5,0.35,136.5
PastaPotForged,Base.PastaPotForged,Base.OilOlive,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.OilVegetable,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Onion,5,false,false,0.5,14.0,3.27,0.035,0.385,0.35,16.333333
PastaPotForged,Base.PastaPotForged,Base.Oregano,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.OreganoDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Oysters,5,false,false,1.0,15.0,10.0,4.0,22.0,0.7,17.5
PastaPotForged,Base.PastaPotForged,Base.OystersFried,6,false,false,1.0,25.0,11.0,4.0,20.0,0.7,29.166667
PastaPotForged,Base.PastaPotForged,Base.Parsley,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.ParsleyDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Pepper,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.PepperHabanero,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.PepperHabaneroDried,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.PepperJalapeno,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.PepperJalapenoDried,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Pepperoni,20,false,false,1.0,180.0,0.0,4.35,15.62,0.7,210.0
PastaPotForged,Base.PastaPotForged,Base.Pickles,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PastaPotForged,Base.PastaPotForged,Base.Pork,15,false,false,0.25,75.0,0.0,3.0,12.5,0.175,87.5
